Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,445000000,,445000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"0,44"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,980000000,,980000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"0,98"
Gastos de personal,Planta de personal permanente,Salario,,278610000000,,278610000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"278,61"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,99282000000,,99282000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"99,28"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,17871000000,,17871000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"17,87"
Adquisición de bienes  y servicios,,,,101919000000,,101919000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"101,92"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,57900000000,,57900000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"57,9"
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),55000000,,55000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"0,06"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,140000000,,140000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"0,14"
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,18000000,,18000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"0,02"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,1168000000,,1168000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"1,17"
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,138000000,,138000000,101,Funcionamiento,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"0,14"
Servicio de la deuda pública interna,Principal,Otras cuentas por pagar,,1106000000,,1106000000,101,Deuda,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"1,11"
Mejoramiento de la eficiencia y la transparencia legislativa,Intersubsectorial gobierno,Desarrollo de estrategias para la socialización de la información legislativa del senado de la república  nacional,"5. convergencia regional / c. calidad, efectividad, transparencia y coherencia de las normas",2000000000,,2000000000,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,2
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Mejoramiento de las condiciones de seguridad y oportunidad en los desplazamientos de los servidores públicos del senado de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,5602729796,,5602729796,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"5,6"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Mejoramiento de las condiciones de seguridad y oportunidad en los desplazamientos de los servidores públicos del senado de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,39397270204,,39397270204,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"39,4"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Fortalecimiento y modernización de los sistemas de información y de la infraestructura tecnológica del senado de la república   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,23263117183,,23263117183,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"23,26"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Fortalecimiento y modernización de los sistemas de información y de la infraestructura tecnológica del senado de la república   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,2736882817,,2736882817,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"2,74"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Ampliación y actualización del sistema integrado de seguridad del congreso de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,4989428901,,4989428901,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"4,99"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Ampliación y actualización del sistema integrado de seguridad del congreso de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,3010571099,,3010571099,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"3,01"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Adecuación y mejoramiento de las instalaciones físicas del senado de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1144724120,,1144724120,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"1,14"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Adecuación y mejoramiento de las instalaciones físicas del senado de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,10855275880,,10855275880,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,"10,86"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Restauración de la imagen y funcionalidad de las sedes del senado de la república  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,7000000000,,7000000000,101,Inversión,Congreso de la república,1,Congreso de la república,Senado de la republica,10101,2024,7
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Mejoramiento del sistema de gestion documental y de la informacion en la camara de representantes bogota,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,30754562636,,30754562636,101,Inversión,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"30,75"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Fortalecimiento y renovación de los servicios de comunicación e información de la cámara de representantes  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,55604878564,,55604878564,101,Inversión,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"55,6"
Fortalecimiento de la gestión y dirección del sector congreso de la república,Intersubsectorial gobierno,Mejoramiento de las condiciones de seguridad y proteccion en los desplazamientos de los servidores publicos de la camara de representantes nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,76640558800,,76640558800,101,Inversión,Congreso de la república,1,Congreso de la república,Camara de representantes,10102,2024,"76,64"
Gastos de personal,Planta de personal permanente,Salario,,81599000000,,81599000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"81,6"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,29141000000,,29141000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"29,14"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,23924000000,,23924000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"23,92"
Adquisición de bienes  y servicios,,,,78628000000,,78628000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"78,63"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de programas especiales para la paz,116880000000,,116880000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"116,88"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Plan de promoción de colombia en el exterior,2069000000,,2069000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"2,07"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Transferencias para la estrategia de interacción y diálogo permanente entre las autoridades de orden territorial, gobierno nacional y los ciudadanos",7520000000,,7520000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"7,52"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,26300000000,,26300000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"26,3"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Fondo colombia en paz (fcp) - decreto 691 de 2017,470497000000,,470497000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"470,5"
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Fondo mujer emprende. decreto ley 810 de 2020 y ley 2069 de 2020.,80000000000,,80000000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,80
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),144000000,,144000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"0,14"
Transferencias corrientes,Becas y otros beneficios de educación,Becas y otros beneficios de educación,Transferencia convenios icetex,239000000,,239000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"0,24"
Transferencias corrientes,Sentencias y conciliaciones,,,751000000,,751000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"0,75"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,406000000,,406000000,201,Funcionamiento,Presidencia de la república,2,Presidencia de la república,Gestion general,20101,2024,"0,41"
