Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,"Fortalecimiento de las capacidades estratégicas y de apoyo del ministerio de vivienda, ciudad y territorio a nivel  nacional",,18179040000.0,,18179040000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,"Fortalecimiento de la gestión jurídica del ministerio de vivienda, ciudad y territorio a nivel  nacional",,4544760000.0,,4544760000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Gestion general,400101,2019
Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Desarrollo de propuestas regulatorias para el sector de agua potable y saneamiento básico a nivel   nacional,,3925020000.0,,3925020000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de las capacidades administrativas y de apoyo de la comisión de regulación de agua potable y saneamiento básico – cra - en el territorio  nacional,,1052177085.6916,,1052177085.6916,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
"Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de los servicios tic y de comunicaciones en la comisión de regulación de agua potable y saneamiento básico a nivel  nacional,,1859220000.0,,1859220000.0,4001,Inversión,"Ministerio de vivienda, ciudad y territorio",40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,2978883600.0,,2978883600.0,4002,Funcionamiento,Fondo nacional de vivienda - fonvivienda,40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Implementación del programa de cobertura condicionada para créditos de vivienda segunda generación  nacional,,621418806800.0,,621418806800.0,4002,Inversión,Fondo nacional de vivienda - fonvivienda,40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Subsidio familiar de vivienda  nacional,,1668364591343.626,,1668364591343.626,4002,Inversión,Fondo nacional de vivienda - fonvivienda,40.0,"Vivienda, ciudad y territorio",Comision de regulacion de agua potable y saneamiento basico cra,400102,2019
Gastos de personal,Planta de personal permanente,Salario,,107374928069.2,,107374928069.2,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,37022631333.6,,37022631333.6,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2024198919.6,,2024198919.6,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,58240881871.26,,58240881871.26,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,5139282090.8,,5139282090.8,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,112062764.0,,112062764.0,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,6938628320.8,,6938628320.8,4101,Funcionamiento,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementación de intervención integral apd con enfoque diferencial étnico para indigenas y afros a nivel  nacional,,50956400000.0,,50956400000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Implementación de un esquema especial de acompañamiento familiar dirigido a la población victima de desplazamiento forzado retornada o reubicada en zonas rurales, a nivel  nacional",,234407067730.9988,,234407067730.9988,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de transferencias monetarias condicionadas para población vulnerable a nivel nacional - fip  nacional,,2425369061844.8457,,2425369061844.8457,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de unidades productivas de autoconsumo para población pobre y vulnerable   nacional,,20658000000.0,,20658000000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Fortalecimiento para el desarrollo de infraestructura social y hábitat para la inclusión social a nivel nacional - fip  nacional,,1311720366379.0425,,1311720366379.0425,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de la estrategia de acompañamiento familiar y comunitario y gestión de la oferta social para la superación de la pobreza - fip a nivel  nacional,,70943407978.5112,,70943407978.5112,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Fortalecimiento a entidades territoriales en politica de seguridad alimentaria  nacional,,1377200000.0,,1377200000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,"Implementación de herramientas para la inclusión productiva de la población en situación de pobreza extrema, vulnerabilidad y victimas del desplazamiento forzado por la violencia fip a nivel  nacional",,35807200000.0,,35807200000.0,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,"Implementación del plan estratégico de tecnología de información para asistencia, atención y reparación integral a las víctimas a nivel  nacional",,4443602547.3752,,4443602547.3752,4101,Inversión,Departamento administrativo para la prosperidad social,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Gastos de personal,Planta de personal permanente,Salario,,64233406776.0,,64233406776.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,22194540662.8,,22194540662.8,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3113978656.8,,3113978656.8,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,26080301959.9672,,26080301959.9672,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo para la reparacion de las victimas (art.54 ley 975 de 2005),801892463125.6,65748216600.0,867640679725.6,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,1998317200.0,,1998317200.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,4377540376.0,,4377540376.0,4104,Funcionamiento,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementación de acciones para la coordinación y articulación de los diferentes actores e instancias del snariv  nacional,,52958848800.0,,52958848800.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementación de medidas de prevención y asistencia para víctimas del conflicto armado  nacional,,755454796800.0,,755454796800.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementación de las medidas de reparación individual y colectiva  nacional,,379980950917.7748,,379980950917.7748,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Mejoramiento de los canales de atención y orientación para las víctimas del conflicto armado  nacional,,162707916800.0,,162707916800.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Servicio de registro único de víctimas caracterizadas  nacional,,84239192400.0,,84239192400.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,Conformación expediente único virtual de víctimas  nacional,,14433056000.0,,14433056000.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
"Atención, asistencia  y reparación integral a las víctimas",Intersubsectorial desarrollo social,"Implementación de procesos de retorno o reubicación de víctimas de desplazamiento forzado, en el marco de la reparación integral a nivel  nacional",,87638122000.0,,87638122000.0,4104,Inversión,Unidad de atención y reparación integral a las víctimas,41.0,Inclusión social y reconciliación,Gestion general,410101,2019
